#,Name,Difficult,Priority,Status,Tags,link,source,practicedTimes
2361,https://leetcode.com/problems/minimum-costs-using-the-train-line/,Hard,Low,,"Array, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-costs-using-the-train-line/,leetcode_daily,
1870,https://leetcode.com/problems/minimum-speed-to-arrive-on-time/,Medium,Low,,"Array, BS_Val",https://leetcode.com/problems/minimum-speed-to-arrive-on-time/,leetcode_daily,
808,https://leetcode.com/problems/soup-servings/,Medium,High,"No Idea At First, toSummarize","DP, Math, Probability",https://leetcode.com/problems/soup-servings,leetcode_daily,
2810,https://leetcode.com/problems/faulty-keyboard/,Easy,Pass,,string,https://leetcode.com/problems/faulty-keyboard/,LC_Contests,
2811,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/,Medium,Medium,More Solution,"Array, DP, recursion",https://leetcode.com/problems/check-if-it-is-possible-to-split-array/,LC_Contests,
2812,https://leetcode.com/problems/find-the-safest-path-in-a-grid/,Medium,High,"More Solution, No Idea At First","BFS, BS_Val, DFS, Dijkstra, Matrix, Union Find",https://leetcode.com/problems/find-the-safest-path-in-a-grid/,LC_Contests,
2813,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/,Hard,High,"Dig More, No Idea At First, NotUnderstand","Array, Greedy, Sort",https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/,LC_Contests,
95,https://leetcode.com/problems/unique-binary-search-trees-ii/,Medium,Medium,More Solution,"BST, BackTracking, DP, Tree",https://leetcode.com/problems/unique-binary-search-trees-ii/description/,leetcode_daily,
2141,https://leetcode.com/problems/maximum-running-time-of-n-computers/,Hard,High,"CalcuComplexity, More Solution, No Idea At First, NotUnderstand","Array, BS_Val, Greedy, Sort",https://leetcode.com/problems/maximum-running-time-of-n-computers/,leetcode_daily,
2616,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/,Medium,High,"No Idea At First, NotUnderstand","Array, BS_Val, Greedy, Sort",https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/description/,leetcode_daily,
429,https://leetcode.com/problems/n-ary-tree-level-order-traversal/,Medium,Pass,,"BFS, Tree",https://leetcode.com/problems/n-ary-tree-level-order-traversal/,HuaHua,
589,https://leetcode.com/problems/n-ary-tree-preorder-traversal/,Easy,Pass,,"Iterate, Tree, stack",https://leetcode.com/problems/n-ary-tree-preorder-traversal/,HuaHua,
590,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,Easy,Pass,,"Iterate, Tree, stack",https://leetcode.com/problems/n-ary-tree-postorder-traversal/description/,HuaHua,
1302,https://leetcode.com/problems/deepest-leaves-sum/,Medium,Pass,,"BFS, Tree",https://leetcode.com/problems/deepest-leaves-sum/,HuaHua,
965,https://leetcode.com/problems/univalued-binary-tree/,Easy,Pass,,"BFS, DFS, Iterate, Tree",https://leetcode.com/problems/univalued-binary-tree/description/,HuaHua,
814,https://leetcode.com/problems/binary-tree-pruning/,Medium,Low,,"DFS, Tree",https://leetcode.com/problems/binary-tree-pruning/,HuaHua,
1325,https://leetcode.com/problems/delete-leaves-with-a-given-value/,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/delete-leaves-with-a-given-value/description/,HuaHua,
2815,https://leetcode.com/problems/max-pair-sum-in-an-array/,Easy,Medium,,,https://leetcode.com/problems/max-pair-sum-in-an-array/,LC_Contests,
2816,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/,Medium,Pass,More Solution,"LinkedList, Math, stack",https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/,LC_Contests,
2817,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/,Medium,Medium,HardToImplement,,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/,LC_Contests,
2818,https://leetcode.com/problems/apply-operations-to-maximize-score/,Hard,High,"HardToImplement, More Solution",,https://leetcode.com/problems/apply-operations-to-maximize-score/,LC_Contests,
235,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,Medium,Pass,,"BST, DFS, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description/,HuaHua,
508,https://leetcode.com/problems/most-frequent-subtree-sum/,Medium,Low,,"DFS, Hash, Tree",https://leetcode.com/problems/most-frequent-subtree-sum/description/,HuaHua,
968,https://leetcode.com/problems/binary-tree-cameras/,Hard,High,"Dig More, HardToImplement, No Idea At First, toSummarize","DFS, DP, Greedy, Tree",https://leetcode.com/problems/binary-tree-cameras/description/,HuaHua,
490,https://leetcode.com/problems/the-maze/,Medium,Medium,,"BFS, DFS, Graph, Matrix",https://leetcode.com/problems/the-maze/description/,leetcode_daily,
2369,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/,Medium,Low,,"Array, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/description/,leetcode_daily,
542,https://leetcode.com/problems/01-matrix/,Medium,Low,More Solution,"Array, BFS, DP, Matrix",https://leetcode.com/problems/01-matrix/description/,leetcode_daily,
337,https://leetcode.com/problems/house-robber-iii/,Medium,High,"More Solution, toSummarize","DFS, DP, Tree, stateMachine",https://leetcode.com/problems/house-robber-iii/description/,HuaHua,
917,https://leetcode.com/problems/reverse-only-letters/,Easy,Pass,,"2pt_DiffDir, string",https://leetcode.com/problems/reverse-only-letters/description/,HuaHua,
925,https://leetcode.com/problems/long-pressed-name/,Easy,Medium,,"2pt_TwoArray, string",https://leetcode.com/problems/long-pressed-name/description/,HuaHua,
986,https://leetcode.com/problems/interval-list-intersections/,Medium,Medium,"HardToImplement, No Idea At First","2pt_TwoArray, Array, Interval",https://leetcode.com/problems/interval-list-intersections/description/,HuaHua,
885,https://leetcode.com/problems/spiral-matrix-iii/,Medium,Medium,HardToImplement,"Matrix, simulation",https://leetcode.com/problems/spiral-matrix-iii/,HuaHua,
977,https://leetcode.com/problems/squares-of-a-sorted-array/,Easy,Low,,"2pt_TwoArray, Array, Merge",https://leetcode.com/problems/squares-of-a-sorted-array/description/,HuaHua,
1615,https://leetcode.com/problems/maximal-network-rank/,Medium,Medium,More Solution,Graph,https://leetcode.com/problems/maximal-network-rank/description/,leetcode_daily,
996,https://leetcode.com/problems/number-of-squareful-arrays/,Hard,High,More Solution,"Array, BackTracking, Bit Manipulation, BitMask, Math, Permutation, TSP/HamiltonianPath, dp-bitMask",https://leetcode.com/problems/number-of-squareful-arrays/,HuaHua,
689,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/,Hard,High,"HardToImplement, More Solution","Array, Prefix, dp-K_Ranges, three-pass",https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description/,leetcode_daily,
93,https://leetcode.com/problems/restore-ip-addresses/,Medium,Medium,"HardToImplement, toSummarize","BackTracking, DFS, string",https://leetcode.com/problems/restore-ip-addresses/description/,HuaHua,
2828,https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/,Easy,Pass,,string,https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/,LC_Contests,
2829,https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/,Medium,Low,,"Greedy, Hash",https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/,LC_Contests,
2830,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/,Medium,Medium,No Idea At First,"Array, Interval, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/maximize-the-profit-as-the-salesman/,LC_Contests,
2831,https://leetcode.com/problems/find-the-longest-equal-subarray/,Medium,High,"Dig More, No Idea At First","2pt_SameDir_maxWin_chkValidAftR, Hash, Sliding Window, monoWindow",https://leetcode.com/problems/find-the-longest-equal-subarray/,LC_Contests,
459,https://leetcode.com/problems/repeated-substring-pattern/,Easy,Medium,More Solution,string,https://leetcode.com/problems/repeated-substring-pattern/description/,leetcode_daily,
1203,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/,Hard,High,"HardToImplement, No Idea At First","BFS, DFS, Graph, TopSorting",https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/description/,leetcode_daily,
168,Excel Sheet Column Title,Easy,High,"Dig More, No Idea At First",Math,https://leetcode.com/problems/excel-sheet-column-title/description/,leetcode_daily,
723,Candy Crush,Medium,Medium,HardToImplement,"2pt, Matrix, recursion, simulation, swap_put_keep_sequence",https://leetcode.com/problems/candy-crush/description/,leetcode_daily,
32,Longest Valid Parentheses,Hard,Medium,"More Solution, No Idea At First","DP, stack",https://leetcode.com/problems/longest-valid-parentheses/description/,leetcode_daily,
44,Wildcard Matching,Hard,High,"HardToImplement, More Solution, toRevisit","DP, Greedy, recursion, string",https://leetcode.com/problems/wildcard-matching/description/,"HuaHua, leetcode_daily",
698,Partition to K Equal Sum Subsets,Medium,High,"Dig More, HardToImplement, More Solution","Array, BackTracking, Bit Manipulation, BitMask, DP",https://leetcode.com/problems/partition-to-k-equal-sum-subsets/description/,HuaHua,
695,Max Area of Island,Medium,Pass,,"BFS, Connected_Component, DFS, Graph, Matrix, Union Find",https://leetcode.com/problems/max-area-of-island/description/,HuaHua,
1162,As Far from Land as Possible,Medium,Low,,"BFS, DP, Graph, Math",https://leetcode.com/problems/as-far-from-land-as-possible/description/,HuaHua,
839,Similar String Groups,Hard,Low,,"Array, BFS, DFS, Graph, Union Find, string",https://leetcode.com/problems/similar-string-groups/,HuaHua,
990,Satisfiability of Equality Equations,Medium,Low,,"Array, Graph, Union Find, string",https://leetcode.com/problems/satisfiability-of-equality-equations/description/,HuaHua,
721,Accounts Merge,Medium,Medium,HardToImplement,"Array, BFS, DFS, Graph, Union Find, string",https://leetcode.com/problems/accounts-merge/description/,HuaHua,
785,Is Graph Bipartite?,Medium,Medium,More Solution,"BFS, Bipartition_graphColoring, DFS, Graph, Union Find",https://leetcode.com/problems/is-graph-bipartite/description/,HuaHua,
1042,Flower Planting With No Adjacent,Medium,Medium,"HardToImplement, More Solution","Bipartition_graphColoring, Graph",https://leetcode.com/problems/flower-planting-with-no-adjacent/description/,HuaHua,
767,Reorganize String,Medium,Medium,More Solution,"Greedy, Hash, PQ, Sort, string",https://leetcode.com/problems/reorganize-string/description/,leetcode_daily,
997,Find the Town Judge,Easy,Low,,"Array, Graph, Hash",https://leetcode.com/problems/find-the-town-judge/,HuaHua,
646,Maximum Length of Pair Chain,Medium,Medium,More Solution,"Array, DFS, DP, Graph, Greedy, Sort",https://leetcode.com/problems/maximum-length-of-pair-chain/,leetcode_daily,
2833,Furthest Point From Origin,Easy,Pass,,,https://leetcode.com/problems/furthest-point-from-origin/,LC_Contests,
2834,Find the Minimum Possible Sum of a Beautiful Array,Medium,Low,dup,Hash,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/description/,LC_Contests,
2835,Minimum Operations to Form Subsequence With Target Sum,Hard,High,"More Solution, No Idea At First","Array, Bit Manipulation, Greedy",https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/description/,LC_Contests,
2836,Maximize Value of Function in a Ball Passing Game,Hard,High,"Dig More, HardToImplement, No Idea At First","BinaryLifting, Bit Manipulation, Graph",https://leetcode.com/problems/maximize-value-of-function-in-a-ball-passing-game/description/,LC_Contests,
225,Implement Stack using Queues,Easy,Low,No Idea At First,"queue, stack",https://leetcode.com/problems/implement-stack-using-queues/description/,leetcode_daily,
2483,Minimum Penalty for a Shop,Medium,High,"HardToImplement, checkBetterSolution","Prefix, string",https://leetcode.com/problems/minimum-penalty-for-a-shop/description/,leetcode_daily,
1183,Maximum Number of Ones,Hard,High,No Idea At First,"Greedy, Math, Matrix, PQ",https://leetcode.com/problems/maximum-number-of-ones/,leetcode_daily,
2366,Minimum Replacements to Sort the Array,Hard,Medium,,"Array, Greedy, Math",https://leetcode.com/problems/minimum-replacements-to-sort-the-array/,leetcode_daily,
924,Minimize Malware Spread,Hard,Medium,"HardToImplement, checkBetterSolution","BFS, DFS, Graph, Hash, Union Find",https://leetcode.com/problems/minimize-malware-spread/,HuaHua,
847,Shortest Path Visiting All Nodes,Hard,High,"More Solution, No Idea At First, toRevisit","BFS, Bit Manipulation, BitMask, DP, Graph, visiting_all_nodes_with_dup",https://leetcode.com/problems/shortest-path-visiting-all-nodes/description/,HuaHua,
1192,Critical Connections in a Network,Hard,High,"Dig More, HardToImplement, No Idea At First, toRevisit","Biconnected Component, DFS, Graph, Tarjan, Tree, circle",https://leetcode.com/problems/critical-connections-in-a-network/,HuaHua,
2843,Count Symmetric Integers,Easy,Pass,,Math,https://leetcode.com/problems/count-symmetric-integers/description/,LC_Contests,
2844,Minimum Operations to Make a Special Number,Medium,Low,HardToImplement,"Math, string",https://leetcode.com/problems/minimum-operations-to-make-a-special-number/description/,LC_Contests,
2845,Count of Interesting Subarrays,Medium,High,"Dig More, No Idea At First, toRevisit","Prefix, circle",https://leetcode.com/problems/count-of-interesting-subarrays/description/,LC_Contests,
1199,Minimum Time to Build Blocks,Hard,High,"Dig More, No Idea At First, NotUnderstand, toRevisit","Greedy, Huffman, Math, PQ",https://leetcode.com/problems/minimum-time-to-build-blocks/description/,leetcode_daily,
1167,Minimum Cost to Connect Sticks,Medium,High,Dig More,"Greedy, Huffman, Math, PQ",https://leetcode.com/problems/minimum-cost-to-connect-sticks/description/,,
2846,Minimum Edge Weight Equilibrium Queries in a Tree,Hard,High,"Dig More, More Solution, checkBetterSolution, toRevisit","BinaryLifting, Graph, Tarjan, Tree",https://leetcode.com/problems/minimum-edge-weight-equilibrium-queries-in-a-tree/description/,LC_Contests,
1825,Finding MK Average,Hard,High,HardToImplement,"Data_stream, Design, OrderSet, PQ, deque",https://leetcode.com/problems/finding-mk-average/,leetcode_daily,
358,Rearrange String k Distance Apart,Hard,High,"More Solution, No Idea At First","Greedy, PQ",https://leetcode.com/problems/rearrange-string-k-distance-apart/description/,leetcode_daily,
2839,Check if Strings Can be Made Equal With Operations I,Easy,Pass,,,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i/description/,LC_Contests,
2840,Check if Strings Can be Made Equal With Operations II,Medium,Low,,,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii/description/,LC_Contests,
2841,Maximum Sum of Almost Unique Subarray,Medium,Low,,"Hash, Sliding Window",https://leetcode.com/problems/maximum-sum-of-almost-unique-subarray/description/,LC_Contests,
2842,Count K-Subsequences of a String With Maximum Beauty,Hard,Medium,"HardToImplement, checkBetterSolution","Combinatorics, Greedy, Hash, Math, string",https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/,LC_Contests,
470,Implement Rand10() Using Rand7(),Medium,High,"More Solution, No Idea At First","Math, Probability, Random, rejection_sampling",https://leetcode.com/problems/implement-rand10-using-rand7/,,
307,Range Sum Query - Mutable,Medium,Low,More Solution,"Array, BinaryIndexedTree, Design, SegmentTree_idx",https://leetcode.com/problems/range-sum-query-mutable/,HuaHua,
1019,Next Greater Node In Linked List,Medium,Low,,"Array, LinkedList, monotonic, stack",https://leetcode.com/problems/next-greater-node-in-linked-list/description/,HuaHua,
907,Sum of Subarray Minimums,Medium,High,"HardToImplement, No Idea At First, toRevisit, toSummarize","Array, DP, monotonic, stack",https://leetcode.com/problems/sum-of-subarray-minimums/description/,HuaHua,
648,Replace Words,Medium,Low,,"Array, Hash, Trie, string",https://leetcode.com/problems/replace-words/description/,HuaHua,
676,Implement Magic Dictionary,Medium,High,"HardToImplement, More Solution","DFS, Design, Hash, Trie, string",https://leetcode.com/problems/implement-magic-dictionary/,HuaHua,
2859,Sum of Values at Indices With K Set Bits,Easy,Pass,,Bit Manipulation,https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/description/,LC_Contests,
2860,Happy Students,Medium,Medium,,"Greedy, Sort",https://leetcode.com/problems/happy-students/description/,LC_Contests,
2861,Maximum Number of Alloys,Medium,High,"No Idea At First, checkBetterSolution",BS_Val,https://leetcode.com/problems/maximum-number-of-alloys/description/,LC_Contests,
2862,Maximum Element-Sum of a Complete Subset of Indices,Hard,High,"No Idea At First, toRevisit","Hash, Math, PrimeFactor",https://leetcode.com/problems/maximum-element-sum-of-a-complete-subset-of-indices/description/,LC_Contests,
