#,Name,Difficult,Priority,Status,Tags,link,source,Last edited time,Created time,practicedTimes,related
1207,Unique Number of Occurrences,Easy,Pass,,"Array, Hash",https://leetcode.com/problems/unique-number-of-occurrences,LC_75,"October 12, 2023 2:56 PM","July 2, 2023 12:58 AM",,
643,Maximum Average Subarray I,Easy,Low,,"Array, Sliding Window",https://leetcode.com/problems/maximum-average-subarray-i,LC_75,"October 12, 2023 2:56 PM","July 2, 2023 1:04 AM",,
2215,Find the Difference of Two Arrays,Easy,Pass,,"Array, Hash",https://leetcode.com/problems/find-the-difference-of-two-arrays,LC_75,"October 12, 2023 2:56 PM","July 2, 2023 1:09 AM",,
700,Search in a Binary Search Tree,Easy,Pass,,"BST, Tree",https://leetcode.com/problems/search-in-a-binary-search-tree,LC_75,"October 12, 2023 2:56 PM","July 2, 2023 1:30 AM",,
933,Number of Recent Calls,Easy,Medium,More Solution,"Data_stream, Design, queue",https://leetcode.com/problems/number-of-recent-calls/,LC_75,"October 12, 2023 2:56 PM","July 2, 2023 2:06 AM",,
872,Leaf-Similar Trees,Easy,High,toSummarize,"DFS, Iterate, Tree",https://leetcode.com/problems/leaf-similar-trees,"HuaHua, LC_75","October 12, 2023 2:56 PM","July 2, 2023 2:18 AM",,
1004,Max Consecutive Ones III,Medium,High,No Idea At First,"Array, BS_Val, Prefix, Sliding Window",https://leetcode.com/problems/max-consecutive-ones-iii,LC_75,"October 12, 2023 2:56 PM","July 2, 2023 11:22 PM",,Maximize the Confusion of an Exam (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Maximize%20the%20Confusion%20of%20an%20Exam%207d877ecb977d41eda6373d9b4a6e0e78.csv)
1723,Find Minimum Time to Finish All Jobs,Hard,,new,,,,"October 17, 2023 10:43 PM","July 3, 2023 10:27 PM",,Fair Distribution of Cookies (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Fair%20Distribution%20of%20Cookies%20e7067ef30c914479b3e640b1f2fb2796.csv)
1601,Maximum Number of Achievable Transfer Requests,Hard,High,"HardToImplement, More Solution, No Idea At First","Array, BackTracking, Bit Manipulation, Enumeration",https://leetcode.com/problems/maximum-number-of-achievable-transfer-requests,leetcode_daily,"October 12, 2023 2:56 PM","July 4, 2023 5:10 PM",,
1493,Longest Subarray of 1's After Deleting One Element,Medium,Medium,More Solution,"Array, Sliding Window, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element,"HuaHua, LC_75, leetcode_daily","October 12, 2023 2:56 PM","July 4, 2023 5:32 PM",,
338,Counting Bits,Easy,High,"HardToImplement, No Idea At First","BinaryLifting, Bit Manipulation, DP",https://leetcode.com/problems/counting-bits/description/,LC_75,"October 12, 2023 2:56 PM","July 4, 2023 6:40 PM",,
345,Reverse Vowels of a String,Easy,Medium,,"2pt_DiffDir, Partition, string",https://leetcode.com/problems/reverse-vowels-of-a-string,LC_75,"October 12, 2023 2:56 PM","July 4, 2023 6:43 PM",,
2024,Maximize the Confusion of an Exam,Medium,Low,"More Solution, dup","BS_todo, Prefix, Sliding Window, string",https://leetcode.com/problems/maximize-the-confusion-of-an-exam,leetcode_daily,"October 12, 2023 2:56 PM","July 6, 2023 9:20 PM",,Max Consecutive Ones III (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Max%20Consecutive%20Ones%20III%204fd279d5c7bd4c3fabe43e4277f9a212.csv)
1456,Maximum Number of Vowels in a Substring of Given Length,Medium,Pass,,"Sliding Window, string",https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length,LC_75,"October 12, 2023 2:56 PM","July 7, 2023 4:15 PM",,
1657,Determine if Two Strings Are Close,Medium,Low,More Solution,"Hash, Sort, string",https://leetcode.com/problems/determine-if-two-strings-are-close,LC_75,"October 12, 2023 2:56 PM","July 7, 2023 4:25 PM",,Check If String Is Transformable With Substring Sort Operations (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Check%20If%20String%20Is%20Transformable%20With%20Substring%20So%205cc2f9960e3540f98ed1648756dd9c73.csv)
2390,Removing Stars From a String,Medium,Pass,,"simulation, stack, string",https://leetcode.com/problems/removing-stars-from-a-string,LC_75,"October 12, 2023 2:56 PM","July 7, 2023 4:44 PM",,
2551,Put Marbles in Bags,Hard,High,"In Progress, No Idea At First","Array, Greedy, PQ, Sort",https://leetcode.com/problems/put-marbles-in-bags/,leetcode_daily,"October 12, 2023 2:56 PM","July 7, 2023 5:22 PM",,
649,Dota2 Senate,Medium,High,"More Solution, No Idea At First, toSummarize","Greedy, queue, string",https://leetcode.com/problems/dota2-senate/,LC_75,"October 12, 2023 2:56 PM","July 8, 2023 2:52 PM",,
2095,Delete the Middle Node of a Linked List,Medium,Low,,"2pt_SameDir_diffSpeed, LinkedList, listMid",https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list,LC_75,"October 12, 2023 2:56 PM","July 8, 2023 3:07 PM",,
2130,Maximum Twin Sum of a Linked List,Medium,Medium,More Solution,"2pt_SameDir_diffSpeed, LinkedList, listMid, stack",https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list,LC_75,"October 12, 2023 2:56 PM","July 8, 2023 3:17 PM",,
1448,Count Good Nodes in Binary Tree,Medium,Low,More Solution,"BFS, DFS, Tree",https://leetcode.com/problems/count-good-nodes-in-binary-tree,LC_75,"October 12, 2023 2:56 PM","July 8, 2023 3:25 PM",,
437,Path Sum III,Medium,High,HardToImplement,"BackTracking, DFS, Hash, Prefix, Tree",https://leetcode.com/problems/path-sum-iii,"HuaHua, LC_75","October 12, 2023 2:56 PM","July 8, 2023 3:41 PM",,
1372,Longest ZigZag Path in a Binary Tree,Medium,Medium,HardToImplement,"DFS, DP, Tree",https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/,LC_75,"November 19, 2023 11:31 PM","July 8, 2023 4:14 PM",,
2272,Substring With Largest Variance,Hard,High,"More Solution, No Idea At First","Array, DP, Kadane",https://leetcode.com/problems/substring-with-largest-variance/,leetcode_daily,"October 12, 2023 2:56 PM","July 10, 2023 12:17 AM",,
1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium,Low,,"BFS, DFS, Graph",https://leetcode.com/problems/reorder-routes-to-make-all-paths-lead-to-the-city-zero,LC_75,"October 12, 2023 2:56 PM","July 10, 2023 2:53 PM",,
994,Rotting Oranges,Medium,Low,,"BFS, Graph, Matrix",https://leetcode.com/problems/rotting-oranges,LC_75,"October 12, 2023 2:56 PM","July 10, 2023 3:01 PM",,
2336,Smallest Number in Infinite Set,Medium,Low,,"Design, Hash, OrderSet, PQ",https://leetcode.com/problems/smallest-number-in-infinite-set,LC_75,"October 12, 2023 2:56 PM","July 10, 2023 3:13 PM",,
435,Non-overlapping Intervals,Medium,Medium,More Solution,"Array, DP, Greedy, Interval, Sort",https://leetcode.com/problems/non-overlapping-intervals/,LC_75,"October 12, 2023 2:56 PM","July 10, 2023 3:42 PM",,
875,Koko Eating Bananas,Medium,Low,,"Array, BS_Val",https://leetcode.com/problems/koko-eating-bananas,"HuaHua, LC_75","October 12, 2023 2:56 PM","July 14, 2023 3:59 PM",,
2300,Successful Pairs of Spells and Potions,Medium,Medium,"HardToImplement, More Solution","2pt, Array, BS_lower_upper_bound, Sort",https://leetcode.com/problems/successful-pairs-of-spells-and-potions,LC_75,"October 12, 2023 2:56 PM","July 14, 2023 4:19 PM",,
1644,Lowest Common Ancestor of a Binary Tree II,Medium,Medium,More Solution,"DFS, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree-ii/,leetcode_daily,"October 14, 2023 10:44 PM","July 14, 2023 10:36 PM",,Lowest Common Ancestor of a Binary Tree (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Lowest%20Common%20Ancestor%20of%20a%20Binary%20Tree%20358623c63e324e6e9d5de06b9aa3ec65.csv)
1751,Maximum Number of Events That Can Be Attended II,Hard,High,No Idea At First,"Array, BS_todo, DP, Sort",https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii,leetcode_daily,"October 12, 2023 2:56 PM","July 15, 2023 4:11 PM",,
739,Daily Temperatures,Medium,Medium,,"Array, monotonic, stack",https://leetcode.com/problems/daily-temperatures/,LC_75,"October 12, 2023 2:56 PM","July 17, 2023 3:24 PM",,
443,String Compression,Medium,High,"Dig More, HardToImplement, More Solution","2pt, string",https://leetcode.com/problems/string-compression,LC_75,"October 12, 2023 2:56 PM","July 17, 2023 4:25 PM",,
328,Odd Even Linked List,Medium,Medium,,LinkedList,https://leetcode.com/problems/odd-even-linked-list/,LC_75,"October 12, 2023 2:56 PM","July 19, 2023 7:06 PM",,
673,Number of Longest Increasing Subsequence,Medium,High,"HardToImplement, More Solution","Array, BinaryIndexedTree, DP, SegmentTree_todo, dp-TimeSeqFromLastX",https://leetcode.com/problems/number-of-longest-increasing-subsequence/,"HuaHua, leetcode_daily","October 12, 2023 2:56 PM","July 21, 2023 12:26 AM",,Longest Increasing Subsequence (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Longest%20Increasing%20Subsequence%20dbe9919e92d04b90928f4e005fc84e25.csv)
688,Knight Probability in Chessboard,Medium,Medium,CalcuComplexity,"DP, Probability",https://leetcode.com/problems/knight-probability-in-chessboard/,"HuaHua, leetcode_daily","October 12, 2023 2:56 PM","July 21, 2023 8:46 PM",,
439,Ternary Expression Parser,Medium,Low,More Solution,"recursion, stack, string",https://leetcode.com/problems/ternary-expression-parser/,leetcode_daily,"October 12, 2023 2:56 PM","July 21, 2023 9:04 PM",,
894,All Possible Full Binary Trees,Medium,Medium,More Solution,"DP, Tree, recursion",https://leetcode.com/problems/all-possible-full-binary-trees,leetcode_daily,"October 12, 2023 2:56 PM","July 22, 2023 6:16 PM",,
852,Peak Index in a Mountain Array,Medium,Pass,,BS_Idx,https://leetcode.com/problems/peak-index-in-a-mountain-array/description/,leetcode_daily,"October 12, 2023 2:56 PM","July 25, 2023 11:13 AM",,
81,Search in Rotated Sorted Array II,Medium,Medium,,"BS_Idx, recursion",https://leetcode.com/problems/search-in-rotated-sorted-array-ii/description/,HuaHua,"October 12, 2023 2:56 PM","July 25, 2023 11:26 AM",,Find Minimum in Rotated Sorted Array II (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Find%20Minimum%20in%20Rotated%20Sorted%20Array%20II%207d3fc5585d744ed6b420a83fa07fb508.csv)
1011,Capacity To Ship Packages Within D Days,Medium,Low,,"Array, BS_Val",https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/description/,HuaHua,"October 12, 2023 2:56 PM","July 25, 2023 3:34 PM",,
1060,Missing Element in Sorted Array,Medium,High,,"Array, BS_Idx",https://leetcode.com/problems/missing-element-in-sorted-array/description/,leetcode_daily,"October 12, 2023 2:56 PM","July 31, 2023 12:08 AM",,
2361,https://leetcode.com/problems/minimum-costs-using-the-train-line/,Hard,Low,,"Array, dp-TimeSeqFromLastOne-Power, stateMachine",https://leetcode.com/problems/minimum-costs-using-the-train-line/,leetcode_daily,"October 12, 2023 2:56 PM","August 2, 2023 6:57 PM",,
1870,https://leetcode.com/problems/minimum-speed-to-arrive-on-time/,Medium,Low,,"Array, BS_Val",https://leetcode.com/problems/minimum-speed-to-arrive-on-time/,leetcode_daily,"October 12, 2023 2:56 PM","August 2, 2023 7:14 PM",,
808,https://leetcode.com/problems/soup-servings/,Medium,High,"No Idea At First, toSummarize","DP, Math, Probability",https://leetcode.com/problems/soup-servings,leetcode_daily,"October 12, 2023 2:56 PM","August 3, 2023 1:41 AM",,
2810,https://leetcode.com/problems/faulty-keyboard/,Easy,Pass,,string,https://leetcode.com/problems/faulty-keyboard/,LC_Contests,"October 12, 2023 2:56 PM","August 5, 2023 11:31 PM",,
2811,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/,Medium,Medium,More Solution,"Array, DP, recursion",https://leetcode.com/problems/check-if-it-is-possible-to-split-array/,LC_Contests,"October 12, 2023 2:56 PM","August 5, 2023 11:32 PM",,
2812,https://leetcode.com/problems/find-the-safest-path-in-a-grid/,Medium,High,"More Solution, No Idea At First","BFS, BS_Val, DFS, Dijkstra, Matrix, Union Find",https://leetcode.com/problems/find-the-safest-path-in-a-grid/,LC_Contests,"October 12, 2023 2:56 PM","August 5, 2023 11:33 PM",,
2813,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/,Hard,High,"Dig More, No Idea At First, NotUnderstand","Array, Greedy, Sort",https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/,LC_Contests,"October 12, 2023 2:56 PM","August 5, 2023 11:35 PM",,
95,https://leetcode.com/problems/unique-binary-search-trees-ii/,Medium,Medium,More Solution,"BST, BackTracking, DP, Tree",https://leetcode.com/problems/unique-binary-search-trees-ii/description/,leetcode_daily,"October 12, 2023 2:56 PM","August 5, 2023 11:44 PM",,
2141,https://leetcode.com/problems/maximum-running-time-of-n-computers/,Hard,High,"CalcuComplexity, More Solution, No Idea At First, NotUnderstand","Array, BS_Val, Greedy, Sort",https://leetcode.com/problems/maximum-running-time-of-n-computers/,leetcode_daily,"October 12, 2023 2:56 PM","August 7, 2023 7:19 PM",,
2616,https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/,Medium,High,"No Idea At First, NotUnderstand","Array, BS_Val, Greedy, Sort",https://leetcode.com/problems/minimize-the-maximum-difference-of-pairs/description/,leetcode_daily,"October 12, 2023 2:56 PM","August 8, 2023 9:05 PM",,
429,https://leetcode.com/problems/n-ary-tree-level-order-traversal/,Medium,Pass,,"BFS, Tree",https://leetcode.com/problems/n-ary-tree-level-order-traversal/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 3:29 PM",,
589,https://leetcode.com/problems/n-ary-tree-preorder-traversal/,Easy,Pass,,"Iterate, Tree, stack",https://leetcode.com/problems/n-ary-tree-preorder-traversal/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 3:33 PM",,
590,https://leetcode.com/problems/n-ary-tree-postorder-traversal/,Easy,Pass,,"Iterate, Tree, stack",https://leetcode.com/problems/n-ary-tree-postorder-traversal/description/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 3:36 PM",,
1302,https://leetcode.com/problems/deepest-leaves-sum/,Medium,Pass,,"BFS, Tree",https://leetcode.com/problems/deepest-leaves-sum/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 4:47 PM",,
965,https://leetcode.com/problems/univalued-binary-tree/,Easy,Pass,,"BFS, DFS, Iterate, Tree",https://leetcode.com/problems/univalued-binary-tree/description/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 4:56 PM",,
814,https://leetcode.com/problems/binary-tree-pruning/,Medium,Low,,"DFS, Tree",https://leetcode.com/problems/binary-tree-pruning/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 5:10 PM",,Delete Leaves With a Given Value (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Delete%20Leaves%20With%20a%20Given%20Value%20597f7e7402094046859d94954f63bbc0.csv)
1325,https://leetcode.com/problems/delete-leaves-with-a-given-value/,Medium,Medium,,"DFS, Tree",https://leetcode.com/problems/delete-leaves-with-a-given-value/description/,HuaHua,"October 12, 2023 2:56 PM","August 12, 2023 5:25 PM",,Binary Tree Pruning (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Pruning%2097e144731f5b47f986202cdc95407576.csv)
2815,https://leetcode.com/problems/max-pair-sum-in-an-array/,Easy,Medium,,,https://leetcode.com/problems/max-pair-sum-in-an-array/,LC_Contests,"October 12, 2023 2:56 PM","August 12, 2023 11:02 PM",,
2816,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/,Medium,Pass,More Solution,"LinkedList, Math, stack",https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/,LC_Contests,"October 12, 2023 2:56 PM","August 12, 2023 11:03 PM",,
2817,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/,Medium,Medium,HardToImplement,,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/,LC_Contests,"October 12, 2023 2:56 PM","August 12, 2023 11:04 PM",,
2818,https://leetcode.com/problems/apply-operations-to-maximize-score/,Hard,High,"HardToImplement, More Solution",,https://leetcode.com/problems/apply-operations-to-maximize-score/,LC_Contests,"October 12, 2023 2:56 PM","August 12, 2023 11:06 PM",,
235,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,Medium,Pass,,"BST, DFS, Tree",https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/description/,HuaHua,"October 12, 2023 2:56 PM","August 13, 2023 8:17 PM",,
508,https://leetcode.com/problems/most-frequent-subtree-sum/,Medium,Low,,"DFS, Hash, Tree",https://leetcode.com/problems/most-frequent-subtree-sum/description/,HuaHua,"October 12, 2023 2:56 PM","August 13, 2023 8:39 PM",,
968,https://leetcode.com/problems/binary-tree-cameras/,Hard,High,"Dig More, HardToImplement, No Idea At First, toSummarize","DFS, DP, Greedy, Tree",https://leetcode.com/problems/binary-tree-cameras/description/,HuaHua,"October 12, 2023 2:56 PM","August 13, 2023 10:03 PM",,"House Robber III (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/House%20Robber%20III%203c624936740141239137d7cddd7f397f.csv), Distribute Coins in Binary Tree (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Distribute%20Coins%20in%20Binary%20Tree%20622cbfc2f2824e46896afaa9354a092b.csv)"
490,https://leetcode.com/problems/the-maze/,Medium,Medium,,"BFS, DFS, Graph, Matrix",https://leetcode.com/problems/the-maze/description/,leetcode_daily,"October 12, 2023 2:56 PM","August 14, 2023 10:59 PM",,
2369,https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/,Medium,Low,,"Array, dp-TimeSeqFromLastOne-Power",https://leetcode.com/problems/check-if-there-is-a-valid-partition-for-the-array/description/,leetcode_daily,"October 12, 2023 2:56 PM","August 15, 2023 7:31 PM",,
542,https://leetcode.com/problems/01-matrix/,Medium,Low,More Solution,"Array, BFS, DP, Matrix",https://leetcode.com/problems/01-matrix/description/,leetcode_daily,"October 12, 2023 2:56 PM","August 16, 2023 5:12 PM",,
337,https://leetcode.com/problems/house-robber-iii/,Medium,High,"More Solution, toSummarize","DFS, DP, Tree, stateMachine",https://leetcode.com/problems/house-robber-iii/description/,HuaHua,"October 12, 2023 2:56 PM","August 16, 2023 10:03 PM",,"Binary Tree Cameras (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Binary%20Tree%20Cameras%200a1832b41abe4e978c255a5862f62f3d.csv), House Robber (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/House%20Robber%20e654ada840b84406a958d430aba01166.csv)"
917,https://leetcode.com/problems/reverse-only-letters/,Easy,Pass,,"2pt_DiffDir, string",https://leetcode.com/problems/reverse-only-letters/description/,HuaHua,"October 12, 2023 2:56 PM","August 17, 2023 12:50 PM",,
925,https://leetcode.com/problems/long-pressed-name/,Easy,Medium,,"2pt_TwoArray, string",https://leetcode.com/problems/long-pressed-name/description/,HuaHua,"October 12, 2023 2:56 PM","August 17, 2023 1:00 PM",,Assign Cookies (LeetCode%2049e0dbff6672498c8c602b2f51ab5d85/Assign%20Cookies%2018c704ac9c6c409aa52b290dd5801499.csv)
986,https://leetcode.com/problems/interval-list-intersections/,Medium,Medium,"HardToImplement, No Idea At First","2pt_TwoArray, Array, Interval",https://leetcode.com/problems/interval-list-intersections/description/,HuaHua,"October 12, 2023 2:56 PM","August 17, 2023 1:32 PM",,
885,https://leetcode.com/problems/spiral-matrix-iii/,Medium,Medium,HardToImplement,"Matrix, simulation",https://leetcode.com/problems/spiral-matrix-iii/,HuaHua,"October 12, 2023 2:56 PM","August 17, 2023 2:12 PM",,
977,https://leetcode.com/problems/squares-of-a-sorted-array/,Easy,Low,,"2pt_TwoArray, Array, Merge",https://leetcode.com/problems/squares-of-a-sorted-array/description/,HuaHua,"October 12, 2023 2:56 PM","August 17, 2023 2:31 PM",,
